id,sex,bdate,has_photo,has_mobile,followers_count,graduation,education_form,relation,education_status,langs,life_main,people_main,city,last_seen,occupation_type,occupation_name,career_start,career_end,result
64317,2,3231,1,1.0,76.0,2007.0,0,1.0,2,61,9,7,473,7865,0,1297,49,34,0
31338,2,2017,1,1.0,68.0,2011.0,1,4.0,2,38,0,0,619,5400,1,3721,32,34,0
97656,1,3530,0,1.0,606.0,2014.0,1,0.0,1,38,9,7,358,1762,0,2228,49,34,1
10885,1,3562,1,1.0,172.0,2012.0,1,0.0,7,61,0,2,340,7180,0,1755,49,34,1
94635,2,872,0,1.0,69.0,2005.0,1,4.0,2,61,0,0,475,752,0,3145,49,34,1
58985,1,729,1,1.0,369.0,2007.0,1,0.0,2,38,9,7,530,1291,1,1848,34,34,1
24011,2,3310,0,1.0,588.0,2011.0,0,4.0,2,285,1,5,817,624,1,2562,33,34,0
8294,2,1514,1,1.0,217.0,2011.0,0,0.0,0,376,6,2,358,7529,1,348,35,34,0
65685,1,3534,0,1.0,2837.0,2006.0,0,4.0,2,61,9,7,598,1035,1,1205,26,34,1
35159,2,3562,0,1.0,954.0,2015.0,1,4.0,7,61,1,5,231,3200,0,1043,49,34,1
12196,1,2596,0,1.0,276.0,2017.0,1,0.0,6,38,0,0,698,5940,0,1596,49,34,1
22852,2,2539,0,1.0,64.0,2010.0,1,1.0,2,376,0,0,358,1463,1,1750,40,34,1
7360,2,1585,1,1.0,213.0,0.0,1,4.0,6,61,1,2,355,2045,0,1564,49,34,0
8124,2,2186,0,1.0,0.0,1981.0,1,0.0,2,61,9,7,860,1340,0,1204,10,21,1
76884,1,2356,1,1.0,476.0,0.0,1,0.0,7,86,9,7,598,6543,0,3016,49,34,1
73194,2,3562,0,1.0,305.0,2013.0,1,6.0,7,61,6,0,475,6782,0,1556,49,34,0
10066,1,3117,0,1.0,1204.0,2016.0,1,4.0,5,69,9,2,598,7758,0,2763,49,34,1
23515,1,2589,1,1.0,287.0,2009.0,1,7.0,2,61,0,0,860,5072,1,3307,35,34,1
20175,2,3343,0,1.0,54.0,2014.0,1,4.0,8,61,9,7,833,5219,0,2236,49,34,0
3980,2,570,1,1.0,464.0,2011.0,1,1.0,7,61,9,7,747,126,1,1257,33,33,1
94217,2,507,1,1.0,62.0,2001.0,1,4.0,2,38,0,0,191,3613,0,2546,49,34,0
26233,2,564,0,1.0,78.0,2004.0,0,4.0,7,61,1,5,262,6584,0,1958,49,34,0
70250,1,2784,1,1.0,172.0,0.0,1,1.0,2,61,9,7,530,195,0,1138,49,34,1
47680,2,3562,1,1.0,8.0,2016.0,1,4.0,0,54,6,2,414,8019,1,229,41,34,0
77890,1,487,1,1.0,495.0,2021.0,1,0.0,7,86,1,2,499,3384,0,2549,49,34,1
96179,1,2015,1,1.0,306.0,2016.0,0,0.0,0,61,0,0,414,5278,0,883,49,34,1
18016,2,2935,1,1.0,78.0,2011.0,1,4.0,2,61,9,7,834,435,0,1427,49,34,0
87091,2,1613,0,1.0,7363.0,2016.0,1,0.0,0,17,0,0,598,8068,0,3033,49,34,0
55823,1,2712,1,1.0,303.0,2008.0,1,0.0,2,86,1,0,482,1403,0,2788,49,34,1
41257,2,1816,0,1.0,162.0,1989.0,1,0.0,2,61,6,1,156,73,0,1313,49,34,1
77691,1,1540,0,1.0,182.0,1945.0,1,0.0,4,61,0,0,421,978,0,633,49,34,1
67324,2,3217,0,1.0,20.0,1940.0,0,1.0,8,38,6,0,246,6006,0,1581,49,34,0
12891,2,3562,1,1.0,44.0,2003.0,1,0.0,2,61,0,0,492,7402,0,1665,32,18,1
97473,2,1853,1,1.0,453.0,2009.0,1,2.0,7,289,0,0,434,593,2,3922,49,34,0
5510,2,784,1,1.0,438.0,1999.0,1,4.0,2,38,9,7,616,5563,1,1213,28,34,1
78298,2,3562,1,1.0,151.0,2017.0,1,0.0,5,38,7,5,598,1319,0,3008,49,34,0
43116,1,3562,1,1.0,307.0,2015.0,1,0.0,6,61,0,0,475,6095,1,1276,49,34,1
72534,2,2616,0,1.0,133.0,2011.0,1,0.0,7,61,0,0,235,5997,0,1427,49,34,0
93630,1,2136,0,1.0,539.0,2018.0,1,1.0,6,38,1,2,358,468,1,233,49,34,1
16449,1,644,1,1.0,105.0,2010.0,1,4.0,7,86,1,2,499,7910,1,2334,49,34,1
38282,2,1051,1,1.0,561.0,2009.0,0,0.0,2,61,5,6,598,7588,0,3042,49,34,1
61869,2,3460,0,1.0,580.0,0.0,1,1.0,5,266,6,6,747,3716,0,929,39,27,1
75350,1,3562,0,1.0,19.0,2005.0,1,0.0,2,61,9,7,492,311,0,766,49,34,1
33380,2,3562,1,1.0,2314.0,0.0,2,1.0,7,61,5,2,598,256,1,3332,43,34,0
52374,1,1054,0,1.0,44.0,2011.0,0,4.0,7,61,0,0,609,1754,1,3884,34,34,1
5684,1,1124,1,1.0,337.0,2015.0,1,4.0,7,38,0,0,601,3516,0,3091,49,34,1
18845,1,1656,1,1.0,97.0,0.0,1,1.0,7,61,0,0,35,8121,0,681,49,34,1
91073,1,858,0,1.0,101.0,2012.0,1,4.0,2,61,1,2,340,7284,2,3922,49,34,1
35025,2,3562,0,1.0,370.0,2014.0,1,1.0,2,185,6,1,386,1114,0,2237,33,28,0
62572,1,673,0,1.0,1313.0,2011.0,1,4.0,2,61,1,2,823,7083,0,3432,37,30,0
36038,1,282,0,1.0,2269.0,2009.0,1,4.0,2,61,9,7,246,161,0,915,49,34,1
88581,2,3374,0,1.0,95.0,2009.0,1,4.0,7,38,1,2,507,3855,1,3822,35,34,0
35514,1,2885,1,1.0,204.0,2018.0,1,1.0,7,61,9,7,860,7478,0,2608,49,34,1
85413,1,1753,0,1.0,351.0,0.0,1,4.0,2,61,0,0,421,6206,0,2212,29,22,1
37353,2,1217,0,1.0,201.0,2006.0,1,0.0,1,61,6,3,421,1654,0,1960,49,34,0
53508,1,1867,0,1.0,116.0,2006.0,0,0.0,2,38,9,7,421,3731,0,1894,49,34,1
52046,2,345,1,1.0,127.0,2014.0,1,1.0,6,38,0,0,421,4687,0,1840,49,34,1
65426,2,1455,0,1.0,41.0,0.0,1,1.0,1,61,0,0,564,5353,2,3922,49,34,0
98970,2,1494,1,1.0,73.0,2005.0,1,4.0,2,38,9,7,652,7175,0,1657,49,34,0
87638,1,1806,1,1.0,634.0,2013.0,0,0.0,1,38,0,0,282,3749,0,3584,49,34,1
58149,1,1901,1,1.0,1191.0,2012.0,1,4.0,1,38,9,7,421,4183,0,3561,49,34,1
57264,2,2212,1,1.0,110.0,2013.0,1,0.0,2,117,6,6,421,7854,1,300,38,34,1
19096,2,3518,1,1.0,72.0,2015.0,1,0.0,0,38,6,6,681,353,1,2448,43,34,0
19695,2,3508,0,1.0,154.0,2014.0,1,1.0,7,61,6,2,823,5649,0,3432,49,34,0
98038,2,3562,0,1.0,33.0,2011.0,3,0.0,1,376,9,7,816,5538,0,3256,49,34,0
22842,2,185,0,1.0,401.0,2011.0,1,1.0,7,61,0,0,569,25,0,2594,49,34,0
67212,1,3289,1,1.0,145.0,2013.0,1,0.0,7,38,0,0,598,6191,0,1232,49,34,1
87442,2,1495,1,1.0,186.0,0.0,1,1.0,7,61,9,7,125,1558,1,3124,12,34,0
45108,2,604,1,1.0,85.0,2009.0,1,0.0,2,61,9,7,421,4954,0,2027,49,34,0
92434,1,2705,1,1.0,148.0,2007.0,1,4.0,2,38,0,0,461,1269,0,1408,49,34,1
17858,2,1098,1,1.0,126.0,0.0,1,0.0,7,38,0,0,747,2588,0,3362,33,20,0
39531,1,3522,1,1.0,783.0,2012.0,2,0.0,0,61,0,0,421,6845,0,3410,49,34,1
40254,1,3562,0,1.0,28.0,2000.0,1,4.0,2,61,9,7,124,7737,0,3427,49,34,0
10872,2,3126,1,0.0,153.0,2010.0,1,4.0,2,363,9,7,323,3180,1,1259,49,34,0
18411,2,1845,1,1.0,343.0,2015.0,1,0.0,2,61,0,0,788,5675,1,586,44,34,0
22995,2,498,1,1.0,56.0,2005.0,1,0.0,1,61,1,2,421,4511,1,1216,40,34,1
95523,1,1079,0,1.0,518.0,0.0,0,4.0,7,61,1,2,370,1357,0,1215,49,34,1
43200,2,513,1,1.0,104.0,2015.0,0,1.0,5,61,1,2,145,936,0,1250,35,21,0
26362,2,264,1,1.0,624.0,2011.0,1,0.0,0,61,3,5,588,1484,0,3751,49,34,0
22756,2,3562,1,1.0,200.0,2003.0,1,4.0,2,61,0,0,555,1474,1,3624,29,34,0
5963,2,3562,0,1.0,373.0,2016.0,1,0.0,0,61,1,2,499,7437,0,2546,49,34,0
90120,1,3083,1,1.0,1292.0,2005.0,1,0.0,1,61,1,2,601,4951,1,2986,30,34,1
88313,2,2841,1,1.0,247.0,2008.0,2,1.0,2,61,1,2,728,7528,0,3235,49,34,0
75706,2,38,1,1.0,174.0,2007.0,1,1.0,1,61,0,6,499,1878,1,2888,30,34,0
30503,2,656,0,1.0,192.0,2017.0,1,0.0,5,117,3,2,598,6160,0,3453,49,34,0
46820,2,3562,0,1.0,38.0,2000.0,1,0.0,2,38,9,7,414,4463,0,880,49,34,1
5879,1,728,1,1.0,25.0,2009.0,0,5.0,2,38,9,7,860,4003,0,3288,49,34,1
95777,2,109,0,0.0,91.0,2014.0,1,0.0,4,50,0,0,461,7220,0,774,39,26,0
99675,2,2653,1,1.0,43.0,2008.0,1,4.0,2,61,0,0,333,4914,0,1766,49,34,0
82283,1,797,0,1.0,257.0,2013.0,0,0.0,5,69,0,6,421,2776,0,550,49,34,1
13213,1,807,1,1.0,155.0,2016.0,1,1.0,0,38,6,2,598,7508,0,3008,49,34,1
71332,1,526,0,1.0,1629.0,2014.0,1,0.0,7,38,1,6,272,6557,1,2558,39,34,1
43456,2,3031,1,1.0,303.0,2007.0,3,4.0,2,199,1,2,755,3582,1,3921,46,34,0
35957,1,2666,0,1.0,530.0,2011.0,0,0.0,7,61,0,0,29,7232,0,3519,49,34,1
20691,2,3304,1,1.0,50.0,2015.0,0,4.0,2,61,9,7,421,635,0,3410,49,34,0
50464,1,3426,0,1.0,130.0,2013.0,0,4.0,2,38,0,0,461,5993,1,2676,37,34,1
33741,2,3562,1,1.0,42.0,2013.0,1,4.0,5,61,9,7,344,4760,0,3577,49,34,0
35050,2,1148,1,1.0,358.0,2018.0,1,0.0,7,61,3,0,823,2360,1,3203,21,34,0
1819,2,2914,0,1.0,53.0,2007.0,1,4.0,2,61,9,7,374,6645,1,38,33,34,1
78358,1,2962,0,1.0,104.0,2003.0,2,4.0,2,38,9,7,843,6247,0,3074,49,34,1
22846,1,112,0,1.0,767.0,2003.0,1,4.0,2,61,9,7,564,5391,1,2884,44,34,1
36651,2,2779,1,1.0,7.0,2007.0,1,0.0,1,61,0,0,860,6224,0,2971,49,34,0
12326,1,3194,1,1.0,279.0,2012.0,1,4.0,7,38,0,0,499,7985,1,2554,49,34,1
17272,1,3015,1,1.0,922.0,2021.0,3,4.0,1,38,0,0,108,6692,0,538,49,34,1
17757,1,1042,1,1.0,869.0,2011.0,0,0.0,2,61,0,0,823,402,0,3433,49,34,1
65285,2,2514,1,1.0,80.0,2011.0,1,4.0,5,61,0,2,598,1323,1,2611,27,34,1
49096,1,287,1,1.0,623.0,0.0,1,4.0,7,61,6,1,598,2817,0,3020,49,34,1
22310,2,2453,0,1.0,94.0,2011.0,0,0.0,5,61,0,0,823,1864,0,3419,36,23,0
68039,2,2121,0,1.0,202.0,2016.0,3,0.0,2,130,0,0,421,6280,1,3669,30,34,1
41578,1,3187,0,1.0,217.0,2001.0,1,4.0,2,61,0,0,421,973,0,1926,27,25,1
8751,2,602,1,1.0,81.0,2005.0,1,4.0,2,61,9,7,421,8084,1,32,33,34,0
83843,2,984,1,1.0,95.0,2003.0,1,4.0,1,61,0,0,823,3962,0,3416,40,34,0
18367,2,3562,1,1.0,82.0,2014.0,1,4.0,7,38,0,0,459,3686,0,2544,49,34,0
48331,2,663,1,1.0,62.0,0.0,1,0.0,8,61,2,7,421,6360,0,1441,49,34,0
23442,1,2293,1,1.0,323.0,2016.0,1,0.0,2,38,0,0,598,4349,1,360,41,34,1
28530,1,3011,1,1.0,118.0,2015.0,1,0.0,5,38,2,1,187,8116,2,3922,49,34,1
28635,2,3562,0,1.0,180.0,0.0,1,0.0,0,108,0,0,598,775,0,3036,49,34,1
54995,1,2353,0,1.0,339.0,2016.0,1,4.0,5,86,6,1,823,5179,1,2718,44,34,1
80784,1,3562,0,1.0,29.0,0.0,1,0.0,2,38,9,7,860,5372,2,3922,49,34,1
12458,1,1798,1,1.0,454.0,2012.0,3,4.0,2,61,1,2,421,6728,0,1454,49,34,1
52035,1,2119,0,1.0,40.0,2002.0,1,0.0,2,61,0,0,421,6764,0,1926,28,26,1
28312,2,3562,0,1.0,190.0,2013.0,1,1.0,2,89,0,0,421,1888,0,2813,49,34,0
89424,1,3099,0,1.0,975.0,2014.0,1,0.0,2,86,6,6,421,4910,1,225,39,34,1
31961,2,3219,1,1.0,83.0,0.0,0,7.0,0,61,6,5,421,4174,1,2041,49,34,0
41819,1,252,0,1.0,1960.0,2015.0,0,1.0,2,61,6,2,384,3939,0,1173,49,34,1
75186,2,1324,1,1.0,33.0,2000.0,0,1.0,2,61,9,7,421,4772,0,3527,49,34,0
52101,1,1975,1,1.0,225.0,0.0,1,4.0,5,86,0,0,421,202,0,2196,49,34,1
88270,2,551,0,1.0,215.0,2011.0,1,0.0,2,101,1,2,393,2240,0,1242,49,34,1
49379,2,934,1,1.0,578.0,2007.0,1,4.0,2,301,0,0,628,2457,1,3185,33,34,0
82576,1,1814,1,1.0,146.0,2014.0,1,0.0,7,136,0,0,193,48,0,1652,49,34,1
83092,2,2626,0,1.0,221.0,2016.0,3,4.0,5,61,0,0,124,3371,0,3674,49,34,0
24851,2,2091,0,1.0,24.0,2010.0,1,4.0,8,61,1,0,499,5280,0,2548,49,34,0
3624,2,3003,0,1.0,252.0,2016.0,0,7.0,7,61,0,0,747,7546,0,3362,49,34,1
37815,1,1496,0,1.0,1772.0,2010.0,1,4.0,2,61,0,0,699,6830,1,1655,45,34,1
65432,1,464,1,1.0,4588.0,2010.0,1,4.0,7,61,0,6,598,6621,1,3080,49,34,1
27578,2,969,0,1.0,333.0,2015.0,1,2.0,2,86,5,1,482,2124,1,3186,41,34,1
7134,2,348,1,1.0,65.0,2005.0,1,0.0,1,61,0,0,482,7040,0,2943,49,34,0
54946,1,2829,1,1.0,99.0,2006.0,3,4.0,2,61,0,0,598,5297,1,3815,49,34,1
71221,1,409,1,1.0,215.0,0.0,1,0.0,5,61,0,2,598,8017,1,2219,44,34,1
98612,2,461,0,1.0,217.0,2012.0,1,1.0,7,61,0,0,421,2316,0,2998,49,34,0
79121,1,3562,0,1.0,41.0,0.0,1,0.0,2,38,9,7,785,2076,0,1228,49,34,1
41360,1,3000,0,1.0,22.0,2000.0,2,0.0,2,61,9,7,823,23,0,3425,49,34,1
98475,2,871,0,1.0,115.0,2005.0,1,0.0,2,61,5,5,35,1377,1,3760,49,34,1
53965,2,3562,1,1.0,75.0,2016.0,1,0.0,2,86,0,0,333,6733,0,3602,49,34,0
76300,2,695,0,1.0,1003.0,2016.0,0,0.0,7,61,9,7,421,2156,0,1932,49,34,0
74046,1,808,0,1.0,512.0,0.0,1,4.0,5,61,9,7,421,6850,1,2104,39,34,1
31246,2,648,0,1.0,540.0,2017.0,2,4.0,7,61,6,2,598,7827,1,1307,41,34,0
60397,1,2914,0,1.0,997.0,2016.0,1,0.0,0,61,1,2,598,2048,0,3527,49,34,1
842,2,1797,0,1.0,116.0,2012.0,1,0.0,1,61,1,2,421,1788,0,2766,49,34,0
45623,2,708,1,1.0,245.0,2011.0,1,1.0,0,376,0,2,239,6,0,2239,49,34,0
92417,2,558,0,1.0,352.0,2013.0,0,4.0,7,61,0,0,250,7097,0,1614,49,34,0
32357,1,1881,1,1.0,2655.0,2014.0,1,7.0,0,38,0,0,358,4109,0,1603,49,34,1
38108,2,3018,1,1.0,89.0,2007.0,1,0.0,2,61,9,7,459,4920,0,3352,49,34,0
1640,1,284,1,1.0,153.0,2014.0,1,0.0,1,38,9,7,495,4559,0,2354,49,34,1
87028,1,881,0,1.0,171.0,1992.0,1,4.0,2,61,6,2,772,5654,0,2595,49,34,1
66608,2,1443,1,1.0,101.0,2009.0,1,1.0,2,61,1,5,598,7997,1,734,31,34,0
92423,1,3562,1,1.0,214.0,2014.0,0,0.0,2,61,1,2,821,6426,0,3768,49,34,0
49341,2,3199,1,1.0,5.0,1977.0,1,4.0,2,61,9,7,197,3768,0,3010,49,34,1
46414,2,3562,1,1.0,34.0,2009.0,2,4.0,2,38,9,7,823,4073,0,3432,49,34,0
83859,1,831,1,1.0,295.0,2013.0,0,4.0,2,38,0,0,609,6535,1,2969,41,34,1
65682,1,1269,0,1.0,180.0,2012.0,2,4.0,7,61,9,7,482,1293,0,2200,49,34,1
2265,1,2829,0,1.0,269.0,0.0,3,4.0,3,61,0,2,231,2490,2,3922,49,34,1
33855,2,406,0,1.0,190.0,2013.0,0,4.0,7,61,0,0,527,6158,1,3541,49,34,0
60553,2,2734,1,1.0,374.0,2017.0,2,0.0,2,61,6,5,421,6639,0,778,49,34,0
99059,2,106,0,1.0,60894.0,0.0,3,4.0,6,76,5,5,539,4301,1,155,46,34,1
48642,2,2775,0,1.0,139.0,2004.0,1,4.0,2,61,0,0,724,81,0,1788,49,34,0
30308,1,3562,0,1.0,922.0,2014.0,1,1.0,7,117,5,1,482,2983,1,2713,42,34,0
86417,2,487,0,1.0,245.0,2012.0,1,7.0,2,86,6,2,272,2829,0,1652,49,34,1
43546,1,1249,1,1.0,300.0,2016.0,1,1.0,5,375,9,2,358,3778,0,2228,49,34,1
69668,1,3562,0,1.0,366.0,2011.0,1,0.0,7,38,0,0,206,1537,0,1141,49,34,1
19928,1,245,1,1.0,846.0,2016.0,1,1.0,5,86,0,2,421,1625,1,576,43,34,1
84034,1,583,0,1.0,0.0,2010.0,3,1.0,1,17,6,0,427,6226,0,3023,49,34,1
95035,1,1538,1,1.0,209.0,2010.0,3,0.0,7,38,1,5,860,2815,2,3922,49,34,1
85702,2,1055,0,1.0,63.0,2006.0,1,1.0,2,86,9,7,218,7082,0,1630,49,34,0
11247,1,176,1,1.0,1116.0,0.0,1,0.0,7,38,0,0,661,178,0,3159,49,34,1
80384,2,640,0,1.0,207.0,2021.0,1,0.0,0,86,0,0,421,1933,0,1960,45,34,0
26275,2,898,1,1.0,172.0,2007.0,1,4.0,0,322,6,2,816,2914,1,3189,34,34,0
56391,1,2333,0,1.0,1741.0,0.0,1,0.0,7,61,9,7,421,3607,1,172,49,34,1
18063,2,1718,1,1.0,39.0,2001.0,1,4.0,7,61,6,2,421,1058,0,2336,49,34,0
39693,2,1297,0,1.0,245.0,2006.0,1,1.0,2,61,1,2,459,3641,0,2155,49,34,0
3573,1,26,0,1.0,19010.0,2013.0,1,0.0,2,38,0,0,421,7417,0,1144,49,34,1
94007,1,3562,1,1.0,47.0,1993.0,1,4.0,0,86,4,2,110,7288,1,78,34,34,1
55321,1,2494,0,1.0,561.0,2019.0,1,1.0,2,38,0,0,598,4878,1,1287,49,34,1
57953,1,3562,0,1.0,38.0,2007.0,0,0.0,2,38,9,7,541,2866,0,2912,49,34,1
47221,1,808,1,1.0,557.0,2004.0,3,1.0,2,61,9,7,728,691,0,3235,49,34,1
25367,2,1721,0,1.0,17.0,2006.0,1,4.0,2,61,9,7,414,6608,0,1686,49,34,0
72315,1,2530,0,1.0,11740.0,2012.0,1,1.0,0,86,0,2,598,7090,2,3922,49,34,1
30207,2,3562,0,1.0,274.0,2013.0,1,7.0,5,61,0,4,788,5572,1,1762,49,34,1
96758,2,1758,0,1.0,65.0,0.0,1,4.0,8,38,0,0,18,3168,0,199,49,34,0
79562,1,1277,1,1.0,278.0,2011.0,1,1.0,1,61,6,1,347,303,0,2208,49,34,1
34661,1,886,0,1.0,835.0,2009.0,1,1.0,2,38,0,0,860,1917,0,3148,35,28,1
86107,2,2699,0,1.0,7.0,2011.0,0,4.0,7,38,9,7,414,7949,1,3832,33,34,0
33442,2,3562,0,1.0,82.0,2013.0,0,4.0,0,38,6,0,537,6168,1,2523,49,34,1
69303,1,1798,1,1.0,1040.0,2010.0,1,1.0,7,61,0,6,598,1825,0,3020,49,34,1
24356,1,116,1,1.0,654.0,2012.0,1,8.0,7,61,1,1,461,4637,1,2634,40,34,1
79962,1,3226,1,1.0,415.0,2012.0,0,4.0,2,38,5,6,238,6087,1,1770,44,34,1
74365,2,3166,0,1.0,552.0,2019.0,1,2.0,0,301,5,2,598,4524,0,3008,49,34,1
56991,2,1874,0,1.0,69.0,2008.0,1,0.0,2,61,0,0,588,1402,2,3922,49,34,1
74441,2,3056,1,1.0,881.0,2013.0,1,0.0,7,86,6,1,333,6613,1,487,49,34,1
53473,2,601,0,1.0,141.0,2006.0,1,4.0,2,61,0,0,664,4983,0,2938,49,34,0
76940,2,3550,1,1.0,3212.0,1988.0,1,0.0,1,38,9,7,421,3490,0,1790,7,1,1
20690,2,1051,0,1.0,162.0,2016.0,1,0.0,5,86,5,1,729,3930,0,3269,49,34,1
31390,1,3562,1,1.0,427.0,0.0,3,0.0,1,38,0,0,788,3519,0,1020,49,34,1
73102,1,504,1,1.0,616.0,2011.0,1,0.0,2,61,9,7,747,6922,0,2337,49,34,1
80822,1,3239,1,1.0,1706.0,2014.0,1,4.0,2,61,9,7,421,3891,1,1128,35,34,1
67419,2,1233,1,1.0,553.0,0.0,1,0.0,3,360,0,0,367,2606,1,3835,45,34,0
86559,1,3562,0,1.0,104.0,2007.0,1,0.0,2,61,9,7,421,6430,0,2011,49,34,1
52465,1,3562,0,1.0,697.0,2012.0,1,4.0,7,61,0,0,324,6214,0,1564,49,34,1
64437,2,606,0,1.0,14.0,2011.0,1,1.0,7,38,0,0,199,1465,0,1768,49,34,1
62796,1,2045,0,1.0,320.0,0.0,1,4.0,0,110,1,2,421,44,0,1892,49,34,1
30908,1,3320,0,1.0,732.0,2012.0,1,7.0,5,367,9,7,358,3452,0,2148,49,34,1
45460,2,3562,0,1.0,35.0,2014.0,1,0.0,8,38,9,7,495,5934,0,2351,49,34,1
95066,2,902,1,1.0,127.0,2014.0,1,0.0,7,38,0,6,421,2564,0,1912,49,34,0
12369,2,2585,1,1.0,233.0,2013.0,1,4.0,7,38,0,0,588,2808,0,3751,49,34,0
73356,2,1962,1,1.0,42.0,2018.0,1,1.0,8,299,6,6,70,3163,1,501,42,34,0
8690,2,1129,0,1.0,178.0,0.0,1,6.0,2,86,0,2,246,91,0,860,46,34,0
20718,1,650,1,1.0,105.0,2011.0,1,0.0,2,202,0,0,664,5725,0,2938,45,33,1
93515,2,2782,0,1.0,110.0,2016.0,1,0.0,5,61,0,0,744,1659,0,3217,49,34,0
5772,2,360,0,1.0,116.0,2011.0,1,0.0,6,61,9,7,598,2648,1,2946,33,34,0
94553,2,3198,1,1.0,152.0,2016.0,1,4.0,7,170,6,1,439,6701,0,1538,49,34,0
98103,1,3562,1,1.0,183.0,0.0,1,0.0,2,38,0,2,860,2814,0,3751,33,29,1
39215,1,680,1,1.0,743.0,2011.0,1,0.0,0,38,0,0,246,2223,0,1392,49,34,1
2182,2,1520,1,1.0,80.0,2014.0,1,8.0,5,370,1,6,860,5962,0,1795,49,34,0
14799,1,3562,0,1.0,831.0,2014.0,3,0.0,2,61,0,0,818,3799,1,1261,36,34,1
67153,1,1824,1,1.0,465.0,2003.0,1,0.0,1,61,9,7,598,4699,1,2528,38,34,1
59272,2,3562,1,1.0,46.0,2009.0,1,4.0,1,61,0,0,156,4057,1,3473,36,34,1
38551,1,2451,0,1.0,234.0,2015.0,1,0.0,0,61,0,0,860,1525,0,2194,49,34,1
51564,2,1303,1,1.0,223.0,2012.0,3,2.0,7,38,9,7,167,5672,0,1260,49,34,0
80432,2,2138,1,1.0,1530.0,2010.0,1,0.0,0,86,0,0,147,965,1,2376,31,28,1
92717,1,1707,1,1.0,157.0,2001.0,3,0.0,2,38,0,0,564,5274,0,2733,49,34,1
32555,1,3562,0,1.0,275.0,2014.0,1,4.0,2,61,0,0,784,5614,0,1091,49,34,1
88543,2,772,0,1.0,220.0,2012.0,1,4.0,7,61,1,2,508,1854,1,2461,39,34,0
52836,2,3562,1,1.0,164.0,2014.0,1,4.0,7,61,9,7,238,639,0,3389,49,34,0
7707,2,407,0,1.0,946.0,2016.0,1,4.0,5,61,0,0,470,8025,0,3649,49,34,0
21102,2,1718,0,1.0,76.0,2011.0,3,1.0,1,61,0,0,482,3383,0,3234,49,34,1
5796,1,192,1,1.0,108.0,2009.0,1,1.0,2,38,9,7,414,2077,0,1886,34,34,1
1660,1,2953,1,1.0,236.0,2008.0,1,0.0,2,86,0,0,482,1180,0,2167,49,34,1
73506,2,454,0,1.0,121.0,2007.0,1,4.0,1,61,9,7,282,5913,1,3871,30,34,1
73744,1,1553,0,1.0,238.0,2017.0,3,0.0,6,106,6,1,421,768,0,2193,49,34,1
52356,2,3077,1,1.0,43.0,2015.0,1,4.0,6,61,9,7,598,939,0,3008,49,34,0
13786,1,688,0,1.0,552.0,2009.0,0,4.0,2,61,0,0,799,5507,1,3465,35,34,1
92519,1,262,0,1.0,524.0,2011.0,2,0.0,2,38,9,7,421,7575,0,2179,49,34,1
78350,1,579,0,1.0,703.0,2015.0,3,0.0,2,297,6,2,860,5432,0,1840,49,34,1
99128,2,614,0,1.0,558.0,2006.0,1,0.0,2,38,6,1,358,3864,1,443,26,34,1
